customer_id,age,income_ugx,credit_score,loan_amount_ugx,loan_type,loan_purpose,loan_term_months,interest_rate_annual,monthly_payment_ugx,total_repayment_ugx,total_interest_ugx,payments_made,payments_missed,employment_status,debt_to_income_ratio,existing_debt_ugx,collateral,payment_method,region,district,season,application_date,payment_history,repayment_schedule,status
428,38,1646101,674,198105505,mortgage,Rental property,72,18.9,4619722,332619984,134514479,0,0,Unemployed,310.3,17549557,None,Cash at Branch,Northern,Nebbi,N/A,2024-02-29,"Application rejected, no payments made","Application rejected, no payments made",rejected
429,28,10015848,704,60730690,business,Equipment purchase,24,16.9,2999746,71993904,11263214,24,0,Private Sector,56.0,93841272,SACCO Shares,SACCO Deduction,Western,Fort Portal,N/A,2024-02-29,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
430,31,4882013,479,12884695,business,Working capital,24,36.0,760808,18259392,5374697,0,0,Security Guard,25.2,16957955,Business Inventory,Salary Deduction,Northern,Lira,N/A,2023-08-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
431,21,6292046,525,10458732,agricultural,Storage facility,24,35.9,617007,14808168,4349436,1,25,Teacher,33.6,53921516,None,Bank Transfer,Northern,Agago,Planting Season (Mar-May),2024-01-06,"Defaulted after 1 payments, 25 missed payments total","Paid months 1-1, then missed payments at months 1, 2, 3...23, 24",defaulted
432,57,4329003,456,6335284,agricultural,Irrigation equipment,24,34.2,368064,8833536,2498252,0,0,Construction Worker,35.4,41883259,Savings Account,Salary Deduction,Central,Nakasongola,Planting Season (Mar-May),2024-12-10,"Application rejected, no payments made","Application rejected, no payments made",rejected
433,28,1110914,598,6448141,agricultural,Land preparation,21,31.6,403666,8476986,2028845,0,0,Teacher,45.8,3796492,Mobile Money History,Mobile Money,Western,Isingiro,Growing Season (Jun-Aug),2023-04-07,"Application rejected, no payments made","Application rejected, no payments made",rejected
434,58,9560989,677,27778292,agricultural,Harvest labor,15,22.7,2144377,32165655,4387363,0,0,Trader,47.7,86872825,SACCO Shares,Cash at Branch,Central,Nakaseke,Growing Season (Jun-Aug),2024-05-11,"Application rejected, no payments made","Application rejected, no payments made",rejected
435,46,1341896,740,19574519,business,Equipment purchase,18,15.9,1229459,22130262,2555743,0,19,Private Sector,97.3,2730625,None,Mobile Money,Central,Kassanda,N/A,2023-11-16,"Defaulted after 0 payments, 19 missed payments total","Defaulted immediately, no payments made",defaulted
436,64,1926810,625,279974582,mortgage,Home renovation,156,20.7,5189657,809586492,529611910,0,0,SACCO Member,278.5,6340341,Savings Account,Bank Transfer,Central,Luweero,N/A,2023-05-09,"Application rejected, no payments made","Application rejected, no payments made",rejected
437,33,482423,750,320090,personal,Medical expenses,6,13.1,55405,332430,12340,0,0,Student,49.4,6576396,Vehicle Logbook,Mobile Money,Central,Mubende,N/A,2024-04-25,"Application rejected, no payments made","Application rejected, no payments made",rejected
438,27,13452286,509,15071347,agricultural,Land preparation,3,36.7,5334156,16002468,931121,0,0,Private Sector,67.3,133676161,Livestock,Bank Transfer,Eastern,Kibuku,Harvest Season (Sep-Nov),2023-10-12,"Application rejected, no payments made","Application rejected, no payments made",rejected
439,57,1336713,483,115728087,mortgage,House construction,204,31.7,3072196,626727984,510999897,0,0,Construction Worker,248.3,8908927,SACCO Shares,Mobile Money,Central,Masaka,N/A,2023-10-16,"Application rejected, no payments made","Application rejected, no payments made",rejected
440,30,12145254,615,10302123,personal,Wedding costs,12,25.4,981158,11773896,1471773,0,0,Market Vendor,27.1,83023781,Vehicle Logbook,Bank Transfer,Eastern,Pallisa,N/A,2023-08-08,"Application rejected, no payments made","Application rejected, no payments made",rejected
441,52,1236654,650,9053187,agricultural,Irrigation equipment,6,20.4,1599903,9599418,546231,0,0,Security Guard,133.9,2016918,Business Inventory,Salary Deduction,Western,Bunyangabu,Planting Season (Mar-May),2023-10-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
442,49,3808651,617,20490658,education,Vocational training,24,23.6,1079277,25902648,5411990,0,0,Boda Boda Rider,74.3,63023146,Vehicle Logbook,SACCO Deduction,Northern,Lamwo,N/A,2023-07-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
443,20,28496981,454,14305907,personal,Medical expenses,21,33.1,906577,19038117,4732210,0,0,Boda Boda Rider,34.8,323882824,Group Guarantee,SACCO Deduction,Central,Mpigi,N/A,2023-06-22,"Application rejected, no payments made","Application rejected, no payments made",rejected
444,24,1417514,612,16995493,business,Transport business,60,27.0,518963,31137780,14142287,0,0,Trader,41.1,2297025,None,Cash at Branch,Northern,Maracha,N/A,2024-08-30,"Application rejected, no payments made","Application rejected, no payments made",rejected
445,37,11719142,515,13842611,education,School fees,36,34.0,618375,22261500,8418889,0,0,Boda Boda Rider,49.6,187064836,Business Inventory,Bank Transfer,Northern,Oyam,N/A,2023-05-06,"Application rejected, no payments made","Application rejected, no payments made",rejected
446,36,3468136,673,13620542,business,Restaurant equipment,6,22.0,2417959,14507754,887212,0,0,Boda Boda Rider,108.5,48377894,Land Title,Bank Transfer,Northern,Yumbe,N/A,2023-12-01,"Application rejected, no payments made","Application rejected, no payments made",rejected
447,29,2307013,649,9876801,personal,Funeral costs,33,25.1,417381,13773573,3896772,0,0,Private Sector,41.9,19751490,None,SACCO Deduction,Eastern,Kiruhura,N/A,2023-12-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
448,54,2632533,544,5092108,personal,Family emergency,21,31.9,319557,6710697,1618589,0,0,Student,31.0,17832931,Land Title,Bank Transfer,Northern,Lira,N/A,2024-12-24,"Application rejected, no payments made","Application rejected, no payments made",rejected
449,30,3064084,578,14350021,education,Exam registration,48,26.4,487079,23379792,9029771,15,35,Teacher,33.9,19855987,Mobile Money History,Bank Transfer,Northern,Lira,N/A,2024-09-23,"Defaulted after 15 payments, 35 missed payments total","Paid months 1-15, then missed payments at months 1, 2, 3...47, 48",defaulted
450,63,1596508,535,3274837,personal,Debt consolidation,3,30.3,1147197,3441591,166754,0,0,Trader,102.5,17637471,SACCO Shares,Mobile Money,Western,Kasese,N/A,2023-12-16,"Application rejected, no payments made","Application rejected, no payments made",rejected
451,44,761908,614,854484,education,Books and supplies,36,24.6,33794,1216584,362100,5,29,Trader,13.5,2490299,Vehicle Logbook,Mobile Money,Western,Ibanda,N/A,2023-11-30,"Defaulted after 5 payments, 29 missed payments total","Paid months 1-5, then missed payments at months 1, 2, 3...33, 34",defaulted
452,22,4271980,696,439714332,mortgage,Commercial building,228,17.1,6525061,1487713908,1047999576,0,0,Healthcare Worker,170.1,26758086,Group Guarantee,Salary Deduction,Central,Buikwe,N/A,2023-04-11,"Application rejected, no payments made","Application rejected, no payments made",rejected
453,51,615910,541,1006840,education,Books and supplies,36,33.7,44808,1613088,606248,0,0,Trader,20.6,2953912,None,Mobile Money,Northern,Lamwo,N/A,2023-08-08,"Application rejected, no payments made","Application rejected, no payments made",rejected
454,38,1623525,660,11290346,education,Books and supplies,24,21.0,580162,13923888,2633542,24,0,Healthcare Worker,38.0,1343662,Salary Assignment,Cash at Branch,Central,Gomba,N/A,2024-05-01,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
455,47,1160771,577,4792287,agricultural,Livestock purchase,15,30.7,388719,5830785,1038498,0,0,Boda Boda Rider,48.1,6110681,Business Inventory,Salary Deduction,Northern,Apac,Dry Season (Dec-Feb),2023-07-04,"Application rejected, no payments made","Application rejected, no payments made",rejected
456,21,4665200,556,42831388,business,Working capital,60,27.9,1331008,79860480,37029092,0,0,Construction Worker,63.8,59247785,Mobile Money History,Salary Deduction,Northern,Amuru,N/A,2024-08-02,"Application rejected, no payments made","Application rejected, no payments made",rejected
457,66,4690557,611,14605468,agricultural,Irrigation equipment,24,25.0,779516,18708384,4102916,0,0,Farmer,49.0,54618547,Group Guarantee,Cash at Branch,Western,Rubanda,Planting Season (Mar-May),2023-10-01,"Application rejected, no payments made","Application rejected, no payments made",rejected
458,38,3575615,537,233255154,mortgage,Rental property,102,29.4,6243445,636831390,403576236,0,0,Boda Boda Rider,181.6,9008282,Business Inventory,SACCO Deduction,Central,Luweero,N/A,2024-03-08,"Application rejected, no payments made","Application rejected, no payments made",rejected
459,61,18777676,575,19266595,agricultural,Harvest labor,9,29.0,2407634,21668706,2402111,0,0,Self-Employed,45.0,217275547,Land Title,SACCO Deduction,Eastern,Namisindwa,Planting Season (Mar-May),2024-09-08,"Application rejected, no payments made","Application rejected, no payments made",rejected
460,39,8414220,524,15073013,agricultural,Livestock purchase,6,37.7,2795519,16773114,1700101,0,0,SACCO Member,55.0,65813774,Vehicle Logbook,Salary Deduction,Eastern,Kisoro,Planting Season (Mar-May),2024-06-21,"Application rejected, no payments made","Application rejected, no payments made",rejected
461,36,2878530,777,312187388,mortgage,Rental property,78,9.3,5348300,417167400,104980012,13,65,Farmer,211.1,26239208,Livestock,SACCO Deduction,Northern,Nebbi,N/A,2024-02-23,"Defaulted after 13 payments, 65 missed payments total","Paid months 1-13, then missed payments at months 1, 2, 3...77, 78",defaulted
462,36,5469136,622,303779631,mortgage,Home renovation,126,21.3,6051375,762473250,458693619,0,0,Unemployed,138.9,55625223,Savings Account,Cash at Branch,Eastern,Isingiro,N/A,2023-11-12,"Application rejected, no payments made","Application rejected, no payments made",rejected
463,21,2646001,564,5344093,personal,Wedding costs,36,27.0,218174,7854264,2510171,0,0,Construction Worker,22.4,13436157,Vehicle Logbook,Salary Deduction,Western,Kasese,N/A,2024-02-02,"Application rejected, no payments made","Application rejected, no payments made",rejected
464,20,25186071,637,28214369,agricultural,Irrigation equipment,15,27.7,2246768,33701520,5487151,0,0,SACCO Member,31.6,205820915,Savings Account,SACCO Deduction,Western,Kanungu,Harvest Season (Sep-Nov),2023-02-04,"Application rejected, no payments made","Application rejected, no payments made",rejected
465,37,11905483,611,19809423,education,Vocational training,48,25.7,664581,31899888,12090465,48,0,Security Guard,16.7,47534624,Vehicle Logbook,Bank Transfer,Northern,Pakwach,N/A,2024-03-06,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
466,58,9594673,602,32922053,agricultural,Harvest labor,24,24.1,1742269,41814456,8892403,0,0,Market Vendor,20.2,7198144,None,Bank Transfer,Eastern,Bududa,Planting Season (Mar-May),2024-08-12,"Application rejected, no payments made","Application rejected, no payments made",rejected
467,25,661728,669,8207419,business,Equipment purchase,60,22.2,227614,13656840,5449421,0,0,NGO Worker,43.4,2155824,Savings Account,Cash at Branch,Northern,Maracha,N/A,2023-10-16,"Application rejected, no payments made","Application rejected, no payments made",rejected
468,32,785456,680,5177510,education,University tuition,42,18.9,169444,7116648,1939138,0,0,Self-Employed,59.5,10723652,None,Bank Transfer,Eastern,Arua,N/A,2023-02-20,"Application rejected, no payments made","Application rejected, no payments made",rejected
469,45,3591180,577,4649778,personal,Home repairs,18,29.8,323485,5822730,1172952,18,0,Self-Employed,13.7,6068546,None,SACCO Deduction,Northern,Zombo,N/A,2023-09-30,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
470,38,8205064,573,11335746,education,Books and supplies,24,30.0,633814,15211536,3875790,4,19,Self-Employed,19.0,33433406,Savings Account,SACCO Deduction,Eastern,Busia,N/A,2024-04-06,"Defaulted after 4 payments, 19 missed payments total","Paid months 1-4, then missed payments at months 1, 2, 3...22, 23",defaulted
471,35,2435012,597,1390650,education,Boarding fees,12,27.9,134138,1609656,219006,0,0,Boda Boda Rider,46.2,35649185,Livestock,SACCO Deduction,Northern,Yumbe,N/A,2024-09-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
472,36,984056,435,984526,personal,Family emergency,18,32.8,69979,1259622,275096,6,15,Civil Servant,15.4,2928682,Business Inventory,Salary Deduction,Central,Kampala,N/A,2023-05-16,"Defaulted after 6 payments, 15 missed payments total","Paid months 1-6, then missed payments at months 1, 2, 3...17, 18",defaulted
473,55,194042,498,646474,business,Shop expansion,54,36.6,24568,1326672,680198,20,32,Teacher,36.1,1635348,Salary Assignment,Salary Deduction,Eastern,Arua,N/A,2024-05-26,"Defaulted after 20 payments, 32 missed payments total","Paid months 1-20, then missed payments at months 1, 2, 3...51, 52",defaulted
474,37,8607823,729,43301272,agricultural,Seed and fertilizer,15,17.3,3230801,48462015,5160743,3,11,Teacher,61.3,73766024,None,Bank Transfer,Western,Ntoroko,Dry Season (Dec-Feb),2024-04-26,"Defaulted after 3 payments, 11 missed payments total","Paid months 1-3, then missed payments at months 1, 2, 3...13, 14",defaulted
475,36,889824,751,787097,personal,Home repairs,24,11.8,36978,887472,100375,0,0,Student,53.6,15837741,None,Mobile Money,Northern,Kole,N/A,2023-05-07,"Application rejected, no payments made","Application rejected, no payments made",rejected
476,42,697917,600,8296066,business,Shop expansion,54,24.1,253104,13667616,5371550,0,0,Self-Employed,71.9,8953494,Land Title,Salary Deduction,Eastern,Kibuku,N/A,2024-03-02,"Application rejected, no payments made","Application rejected, no payments made",rejected
477,24,2044614,666,1457879,personal,Medical expenses,18,19.1,93787,1688166,230287,0,0,Boda Boda Rider,50.4,33708363,Salary Assignment,Salary Deduction,Central,Kalangala,N/A,2023-11-28,"Application rejected, no payments made","Application rejected, no payments made",rejected
478,29,341294,644,1300250,education,Books and supplies,48,24.4,42679,2048592,748342,0,0,Construction Worker,12.7,26153,None,Cash at Branch,Central,Butambala,N/A,2023-05-13,"Application rejected, no payments made","Application rejected, no payments made",rejected
479,33,11723955,850,15450847,agricultural,Irrigation equipment,18,15.0,963898,17350164,1899317,18,0,Boda Boda Rider,33.8,107769226,Group Guarantee,Cash at Branch,Northern,Arua,Growing Season (Jun-Aug),2023-04-02,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
480,21,6366845,709,24898776,education,Vocational training,30,17.0,1024559,30736770,5837994,0,0,Student,48.8,74957868,None,SACCO Deduction,Central,Kayunga,N/A,2024-12-02,"Application rejected, no payments made","Application rejected, no payments made",rejected
481,58,500780,609,2554407,agricultural,Harvest labor,12,25.8,243774,2925288,370881,0,0,Construction Worker,62.9,2565386,SACCO Shares,SACCO Deduction,Western,Ibanda,Planting Season (Mar-May),2024-09-20,"Application rejected, no payments made","Application rejected, no payments made",rejected
482,31,1893422,543,3813474,personal,Medical expenses,27,35.8,207668,5607036,1793562,0,0,Private Sector,31.3,13832493,Mobile Money History,Salary Deduction,Eastern,Budaka,N/A,2024-05-04,"Application rejected, no payments made","Application rejected, no payments made",rejected
483,39,533997,491,1431015,agricultural,Irrigation equipment,12,33.8,142194,1706328,275313,0,0,Boda Boda Rider,28.9,428177,Mobile Money History,Mobile Money,Central,Wakiso,Dry Season (Dec-Feb),2024-11-07,"Application rejected, no payments made","Application rejected, no payments made",rejected
484,66,3562754,636,29354259,agricultural,Storage facility,6,26.0,5270007,31620042,2265783,0,0,Trader,152.1,5358198,Savings Account,SACCO Deduction,Northern,Agago,Planting Season (Mar-May),2023-11-01,"Application rejected, no payments made","Application rejected, no payments made",rejected
485,40,4408400,559,13657481,education,Books and supplies,30,29.9,651797,19553910,5896429,0,0,Security Guard,43.8,46094837,Savings Account,Mobile Money,Eastern,Rukungiri,N/A,2023-09-23,"Application rejected, no payments made","Application rejected, no payments made",rejected
486,63,960333,506,969550,personal,Family emergency,21,30.1,59955,1259055,289505,0,0,Civil Servant,21.5,5290213,Group Guarantee,Salary Deduction,Northern,Koboko,N/A,2024-09-25,"Application rejected, no payments made","Application rejected, no payments made",rejected
487,59,2413067,568,2676806,education,Boarding fees,30,26.5,122970,3689100,1012294,30,0,Market Vendor,5.7,482162,Livestock,Mobile Money,Central,Kampala,N/A,2023-09-05,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
488,47,11627097,533,33351322,business,Restaurant equipment,12,35.6,3343880,40126560,6775238,0,0,NGO Worker,33.0,17571910,Vehicle Logbook,Bank Transfer,Northern,Gulu,N/A,2024-12-20,"Application rejected, no payments made","Application rejected, no payments made",rejected
489,48,27820552,754,17288174,education,Boarding fees,24,11.2,807371,19376904,2088730,24,0,Civil Servant,22.3,193836535,Salary Assignment,Mobile Money,Northern,Lira,N/A,2024-03-18,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
490,46,11183061,690,559225703,mortgage,Rental property,198,20.0,9687589,1918142622,1358916919,0,0,Healthcare Worker,87.6,3725691,Mobile Money History,Salary Deduction,Northern,Lira,N/A,2023-08-26,"Application rejected, no payments made","Application rejected, no payments made",rejected
491,65,419943,619,95253871,mortgage,Home renovation,120,20.3,1859821,223178520,127924649,0,0,Student,487.5,6749235,Vehicle Logbook,SACCO Deduction,Northern,Lira,N/A,2024-04-04,"Application rejected, no payments made","Application rejected, no payments made",rejected
492,64,1338340,738,14214283,business,Restaurant equipment,48,16.8,408684,19616832,5402549,0,0,Teacher,44.1,6522139,None,Bank Transfer,Western,Kamwenge,N/A,2024-12-29,"Application rejected, no payments made","Application rejected, no payments made",rejected
493,44,24088170,626,22476868,education,School fees,18,22.8,1486105,26749890,4273022,18,0,Security Guard,29.2,199651679,Savings Account,Bank Transfer,Central,Kyankwanzi,N/A,2024-03-01,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
494,51,1439212,551,3729327,personal,Family emergency,3,29.5,1304723,3914169,184842,0,0,NGO Worker,100.8,5241390,Mobile Money History,Mobile Money,Eastern,Kasese,N/A,2024-03-16,"Application rejected, no payments made","Application rejected, no payments made",rejected
495,27,3006202,741,23314554,business,Transport business,48,19.0,697108,33461184,10146630,0,0,NGO Worker,45.4,24067157,Business Inventory,Bank Transfer,Central,Nakaseke,N/A,2024-11-16,"Application rejected, no payments made","Application rejected, no payments made",rejected
496,26,8672756,663,7889519,education,Boarding fees,12,21.1,735002,8820024,930505,12,0,Security Guard,28.8,63448756,Land Title,Salary Deduction,Central,Nakaseke,N/A,2023-05-01,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
497,33,17269137,537,23660960,agricultural,Seed and fertilizer,24,35.0,1384607,33230568,9569608,6,22,Market Vendor,37.3,182167761,Salary Assignment,Cash at Branch,Central,Mpigi,Growing Season (Jun-Aug),2023-09-09,"Defaulted after 6 payments, 22 missed payments total","Paid months 1-6, then missed payments at months 1, 2, 3...23, 24",defaulted
498,50,2059109,604,7277999,personal,Home repairs,15,24.9,569597,8543955,1265956,0,0,Self-Employed,44.3,12305490,Mobile Money History,SACCO Deduction,Eastern,Hoima,N/A,2024-03-15,"Application rejected, no payments made","Application rejected, no payments made",rejected
499,46,27393198,549,1369749317,mortgage,Home renovation,210,30.2,34659516,7278498360,5908749043,0,0,Construction Worker,127.6,10761983,Mobile Money History,Mobile Money,Eastern,Jinja,N/A,2024-02-16,"Application rejected, no payments made","Application rejected, no payments made",rejected
500,69,464454,509,548796,personal,Debt consolidation,33,35.4,26244,866052,317256,0,0,Student,8.5,483300,Group Guarantee,Salary Deduction,Western,Rubanda,N/A,2023-11-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
